TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T095173_2.00	F135_2.00	TS12_2.00	M04579_2.00	MS62_2.00	ENSG00000178951	ZBTB7A	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000178951	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095174_2.00	F135_2.00	TS12_2.00	M04581_2.00	MS62_2.00	ENSG00000179059	ZFP42	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000179059	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095176_2.00	F135_2.00	TS12_2.00	M04583_2.00	MS62_2.00	ENSG00000179388	EGR3	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000179388	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095177_2.00	F135_2.00	TS12_2.00	M04585_2.00	MS62_2.00	ENSG00000179456	ZBTB18	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000179456	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095179_2.00	F135_2.00	TS12_2.00	M08351_2.00	MS52_2.00	ENSG00000179627	ZBTB42	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000179627	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095190_2.00	F135_2.00	TS12_2.00	M04593_2.00	MS62_2.00	ENSG00000180532	ZSCAN4	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000180532	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095203_2.00	F135_2.00	TS12_2.00	M04597_2.00	MS62_2.00	ENSG00000181638	ZFP41	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000181638	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095208_2.00	F135_2.00	TS12_2.00	M07663_2.00	MS03_2.00	ENSG00000181896	ZNF101	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000181896	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095225_2.00	F135_2.00	TS12_2.00	M02920_2.00	MS33_2.00	ENSG00000184828	ZBTB7C	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000184828	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095226_2.00	F135_2.00	TS12_2.00	M00243_2.00	MS04_2.00	ENSG00000184937	WT1	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000184937	PBM	Barrera2016	PBM	Barrera	2016	27013732	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095232_2.00	F135_2.00	TS12_2.00	M04603_2.00	MS62_2.00	ENSG00000185278	ZBTB37	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000185278	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095233_2.00	F135_2.00	TS12_2.00	M04605_2.00	MS62_2.00	ENSG00000185591	SP1	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000185591	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095237_2.00	F135_2.00	TS12_2.00	M08939_2.00	MS27_2.00	ENSG00000185811	IKZF1	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000185811	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095243_2.00	F135_2.00	TS12_2.00	M08364_2.00	MS52_2.00	ENSG00000186130	ZBTB6	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000186130	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095250_2.00	F135_2.00	TS12_2.00	M04611_2.00	MS62_2.00	ENSG00000186496	ZNF396	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000186496	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095265_2.00	F135_2.00	TS12_2.00	M07688_2.00	MS03_2.00	ENSG00000188227	ZNF793	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000188227	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095272_2.00	F135_2.00	TS12_2.00	M08368_2.00	MS52_2.00	ENSG00000188868	ZNF563	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000188868	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095293_2.00	F135_2.00	TS12_2.00	M01173_2.00	MS57_2.00	ENSG00000196323	ZBTB44	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000196323	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095297_2.00	F135_2.00	TS12_2.00	M08371_2.00	MS52_2.00	ENSG00000196378	ZNF34	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000196378	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095316_2.00	F135_2.00	TS12_2.00	M07711_2.00	MS03_2.00	ENSG00000196705	ZNF431	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000196705	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095320_2.00	F135_2.00	TS12_2.00	M04623_2.00	MS62_2.00	ENSG00000196812	ZSCAN16	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000196812	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095362_2.00	F135_2.00	TS12_2.00	M07733_2.00	MS03_2.00	ENSG00000197933	ZNF823	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000197933	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095376_2.00	F135_2.00	TS12_2.00	M08388_2.00	MS52_2.00	ENSG00000198146	ZNF770	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000198146	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095409_2.00	F135_2.00	TS12_2.00	M04633_2.00	MS62_2.00	ENSG00000204366	ZBTB12	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000204366	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095419_2.00	F135_2.00	TS12_2.00	M07757_2.00	MS03_2.00	ENSG00000204946	ZNF783	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000204946	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095424_2.00	F135_2.00	TS12_2.00	M04637_2.00	MS62_2.00	ENSG00000213015	ZNF580	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000213015	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095441_2.00	F135_2.00	TS12_2.00	M07763_2.00	MS03_2.00	ENSG00000215372	ZNF705G	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000215372	ChIP-seq+ChIP-exo	Barazandeh2018	ChIP-seq_and_ChIP-exo	Barazandeh	2018	29146583	March 2018	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095444_2.00	F135_2.00	TS12_2.00	M04645_2.00	MS62_2.00	ENSG00000217236	SP9	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000217236	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095455_2.00	F135_2.00	TS12_2.00	M04647_2.00	MS62_2.00	ENSG00000230797	YY2	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000230797	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T095489_2.00	F135_2.00	TS12_2.00	M04657_2.00	MS62_2.00	ENSG00000266265	KLF14	Homo_sapiens	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSG00000266265	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100966_2.00	F135_2.00	TS12_2.00	M08962_2.00	MS27_2.00	ENSMUSG00000000078	Klf6	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000000078	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100972_2.00	F135_2.00	TS12_2.00	M00765_2.00	MS17_2.00	ENSMUSG00000001280	Sp1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000001280	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100977_2.00	F135_2.00	TS12_2.00	M08964_2.00	MS27_2.00	ENSMUSG00000003032	Klf4	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000003032	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100982_2.00	F135_2.00	TS12_2.00	M08965_2.00	MS27_2.00	ENSMUSG00000005148	Klf5	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000005148	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100997_2.00	F135_2.00	TS12_2.00	M00129_2.00	MS02_2.00	ENSMUSG00000014303	Glis2	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000014303	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T100999_2.00	F135_2.00	TS12_2.00	M08968_2.00	MS27_2.00	ENSMUSG00000016458	Wt1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000016458	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101005_2.00	F135_2.00	TS12_2.00	M08969_2.00	MS27_2.00	ENSMUSG00000018654	Ikzf1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000018654	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101006_2.00	F135_2.00	TS12_2.00	M08970_2.00	MS27_2.00	ENSMUSG00000018678	Sp2	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000018678	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101009_2.00	F135_2.00	TS12_2.00	M00130_2.00	MS02_2.00	ENSMUSG00000019817	Plagl1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000019817	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101020_2.00	F135_2.00	TS12_2.00	M08971_2.00	MS27_2.00	ENSMUSG00000021264	Yy1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000021264	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101021_2.00	F135_2.00	TS12_2.00	M01022_2.00	MS47_2.00	ENSMUSG00000021318	Gli3	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000021318	PBM	Peterson2012	PBM	Peterson	2012	23249739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101029_2.00	F135_2.00	TS12_2.00	M00132_2.00	MS02_2.00	ENSMUSG00000022330	Osr2	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000022330	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101051_2.00	F135_2.00	TS12_2.00	M08974_2.00	MS27_2.00	ENSMUSG00000024922	Ovol1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000024922	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101053_2.00	F135_2.00	TS12_2.00	M05859_2.00	MS30_2.00	ENSMUSG00000025323	Sp4	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000025323	SMiLE-seq	Isakova2017	SMiLE-seq	Isakova	2017	28092692	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101059_2.00	F135_2.00	TS12_2.00	M00134_2.00	MS02_2.00	ENSMUSG00000025959	Klf7	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000025959	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101064_2.00	F135_2.00	TS12_2.00	M08978_2.00	MS27_2.00	ENSMUSG00000027109	Sp3	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000027109	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101071_2.00	F135_2.00	TS12_2.00	M00135_2.00	MS02_2.00	ENSMUSG00000028042	Zbtb7b	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000028042	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101081_2.00	F135_2.00	TS12_2.00	M08982_2.00	MS27_2.00	ENSMUSG00000029178	Klf3	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000029178	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101089_2.00	F135_2.00	TS12_2.00	M08987_2.00	MS27_2.00	ENSMUSG00000030087	Klf15	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000030087	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101113_2.00	F135_2.00	TS12_2.00	M00776_2.00	MS17_2.00	ENSMUSG00000033730	Egr3	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000033730	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101114_2.00	F135_2.00	TS12_2.00	M00777_2.00	MS17_2.00	ENSMUSG00000033863	Klf9	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000033863	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101125_2.00	F135_2.00	TS12_2.00	M08991_2.00	MS27_2.00	ENSMUSG00000035011	Zbtb7a	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000035011	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101139_2.00	F135_2.00	TS12_2.00	M08993_2.00	MS27_2.00	ENSMUSG00000037279	Ovol2	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000037279	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101144_2.00	F135_2.00	TS12_2.00	M00778_2.00	MS17_2.00	ENSMUSG00000037868	Egr2	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000037868	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101147_2.00	F135_2.00	TS12_2.00	M05860_2.00	MS30_2.00	ENSMUSG00000038418	Egr1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000038418	SMiLE-seq	Isakova2017	SMiLE-seq	Isakova	2017	28092692	April 2017	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101157_2.00	F135_2.00	TS12_2.00	M08998_2.00	MS27_2.00	ENSMUSG00000039834	Zfp335	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000039834	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101166_2.00	F135_2.00	TS12_2.00	M08999_2.00	MS27_2.00	ENSMUSG00000041483	Zfp281	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000041483	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101167_2.00	F135_2.00	TS12_2.00	M00779_2.00	MS17_2.00	ENSMUSG00000041649	Klf8	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000041649	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101168_2.00	F135_2.00	TS12_2.00	M00780_2.00	MS17_2.00	ENSMUSG00000041703	Zic5	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000041703	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101176_2.00	F135_2.00	TS12_2.00	M00781_2.00	MS17_2.00	ENSMUSG00000042821	Snai1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000042821	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101207_2.00	F135_2.00	TS12_2.00	M09004_2.00	MS27_2.00	ENSMUSG00000046351	Zfp322a	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000046351	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101215_2.00	F135_2.00	TS12_2.00	M00784_2.00	MS17_2.00	ENSMUSG00000046897	Zfp740	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000046897	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101234_2.00	F135_2.00	TS12_2.00	M01174_2.00	MS57_2.00	ENSMUSG00000048387	Osr1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000048387	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101256_2.00	F135_2.00	TS12_2.00	M00146_2.00	MS02_2.00	ENSMUSG00000049823	Zbtb12	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000049823	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101270_2.00	F135_2.00	TS12_2.00	M09006_2.00	MS27_2.00	ENSMUSG00000051176	Zfp42	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000051176	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101294_2.00	F135_2.00	TS12_2.00	M08099_2.00	MS31_2.00	ENSMUSG00000054191	Klf1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000054191	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101295_2.00	F135_2.00	TS12_2.00	M00147_2.00	MS02_2.00	ENSMUSG00000054272	Zscan4c	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000054272	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101353_2.00	F135_2.00	TS12_2.00	M00786_2.00	MS17_2.00	ENSMUSG00000059689	Zfp637	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000059689	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101360_2.00	F135_2.00	TS12_2.00	M09009_2.00	MS27_2.00	ENSMUSG00000060284	Sp7	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000060284	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101404_2.00	F135_2.00	TS12_2.00	M09012_2.00	MS27_2.00	ENSMUSG00000066613	Zfp932	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000066613	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101423_2.00	F135_2.00	TS12_2.00	M09014_2.00	MS27_2.00	ENSMUSG00000068154	Insm1	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000068154	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101456_2.00	F135_2.00	TS12_2.00	M00787_2.00	MS17_2.00	ENSMUSG00000072294	Klf12	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000072294	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T101496_2.00	F135_2.00	TS12_2.00	M09016_2.00	MS27_2.00	ENSMUSG00000075304	Sp5	Mus_musculus	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	ENSMUSG00000075304	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T114388_2.00	F135_2.00	TS12_2.00	M03661_2.00	MS45_2.00	FBgn0000233	btd	Drosophila_melanogaster	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	FBgn0000233	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T114396_2.00	F135_2.00	TS12_2.00	M03662_2.00	MS45_2.00	FBgn0001185	her	Drosophila_melanogaster	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	FBgn0001185	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
T114401_2.00	F135_2.00	TS12_2.00	M06053_2.00	MS19_2.00	FBgn0002521	pho	Drosophila_melanogaster	D	C2H2 ZF	zf-C2H2	1	0.755454495539129	FBgn0002521	B1H	FlyFactorSurvey	B1H	Zhu	2011	21097781	July 2012	SimilarityRegression	FALSE	Ensembl	http://www.ensembl.org/	2018	Dec	8
